LANGUAGE=ESPERANTO
abako;abacus
samlandano;compatriot
samnomulo;namesake
samprofesiano;colleague
samspeca;similar
samtempa;simultaneous
samurajo;samurai
sana;healthy, well
sandalo;sandal
sandviĉo;sandwich
sanga;bloody
sangalfluo;congestion, rush
sangellasi;to bleed
sangellaso;bleeding, blood-letting
sangi;to bleed
sango;blood
sangokovrita, sangomakulita;blood-stained, covered with blood
sangomanko;anaemia
sangoruĝa;blood red, blood-red
sangoverŝo;bloodshed
sani;to be well
sanigi;to cure, heal, remedy
sankcii;to sanction
sankcio, sankciado;sanction
sankorpa;able-bodied
sankta;holy, sacred
sankteco;holiness
sanktejo;sanctuary, sanctum
sanktiga;sanctifying
sanktigi;to sanctify
sanktiĝi;to become holy
sanktulo, sanktulino;saint
sano;health
sapo;soap
sapumi;to soap
sardino, sardelo;sardine
sarkasmo;sarcasm
sarki;to weed, weed out
sarkilo;hoe
sarkindaĵo;garbage, refuse, rubbish, waste
sata;full, replete, satisfied
satelito;satellite
sati;to be full, have enough
satira poemo;satire
saturi;to saturate
saŭco;gravy, sauce
saŭno;sauna
savboato;life-boat, lifeboat
savi;to keep, save, rescue
savmono;salvage, salvage money
savo;salvage, salvation, recovery
savzono;life-belt, lifebelt, safety-belt
scenaro;script
scenejo;stage
sceno;scene
sceptro;sceptre
sciavido;curiosity
scienca;scientific
sciencisto;scientist
scienco;science
scienculo;scholar
scii;to know, know how
sciigi;to let know, inform
sciigo;advice, announcement, communication, message, notice, report
sciiĝi;to find out, hear, learn of
scio;knowledge
scipovi;to know how
sciuro;squirrel
scivola, scivolema;curious, inquisitive
scivolemo;curiosity
scivoli;to want to know, wonder
scivolo;curiosity
se;if, provided that
sebo;suet, tallow
secesio;breakaway, secession, separation
sed;but
segi;to saw
segilo;saw
segregacio;apartheid
seĝo;chair
seka;dry
sekalo;rye
sekcado;autopsy
sekci;to dissect
sekciestro;head of department
sekcio;section
sekeco;dryness
sekiga tuko;tea-towel
sekigi, sekiĝi;to dry
sekrecii;to secrete
sekrecio;secretion
sekreta;secret
sekretario, sekretariino;secretary
sekreto;secret
seksa;generative, sexual
seksardo;heat, sexual desire
sekskuniĝi;to have sexual intercourse, mate
sekskuniĝo;copulation
sekso;sex
seksumi;to have sex
seksumo;sex
sekto;sect
sektoro;sector
sekundo;second
sekura;safe, secure
sekureco;safety, security
sekuriga oficisto;security officer
sekurkopii;to backup
sekurkopio;backup
sekva;next
sekvanta;following, next
sekvantaro;adherents, disciples, followers, following, party, supporters
sekve;consequently, so, subsequently, thus
sekve de;as a result of, in consequence of, owing to
sekve de tio;as a consequence, consequently
sekvi;follow
sekvinta;next
sekvo;consequence
sekvonta;following, next
selo;saddle
semajnfino;week-end
semajno;week *semaine (fr)
semantiko;semantics
semi;sow
semo;seed
sen-;-less, un-
senafekteco;abandonment
senalkohola;non-alcoholic
senamika;friendless
senarma;unarmed
senarmigi;to disarm
senatenta;careless, negligent
senatenteco;carelessness, negligence
senbarba;beardless
senbezona;needless
senbrida;lawless, licentious, riotous
senbrua;noiseless
senco;meaning, sense
senĉesa;constant, lasting, sustained
sendaĵero;bag, bale, barrel, package
sendanĝera pinglo;safety-pin
sendanĝereco;safety
sendependa;independant
sendevigi;to exempt
sendi;to send, transmit
sendinto;sender
sendito;ambassador, emissary, envoy, messenger
sendrogiĝi;to kick it
sendube;no doubt, undoubtedly
senespera;abysmal, desperate
senfadenigi;to string
senfama;obscure
senfeligi;to flay, skin, strip
senfina;everlasting
senfrukta;barren
sengusta;tasteless
senĝena;free and easy
senĝeneco;abandonment
senhalta;continuous
senhaŭtigi;to skin
senhava;miserable, needy
senhaveco;destitution, distress, indigence, need, penury
senhavigi;to deprive, deprive ... of
senhavulo;pauper, poor man
senhelpa;helpless
senherbigi paŝtiĝe;browse, graze
senhoma;gaunt
senhonta;abandoned
senigi;to deprive, deprive ... of
senigi de;deprive of
seniluziigi;to disappoint, set straight
seniluziiĝi;to become disillusioned
senimposta;duty-free, tax-free
seninfana;childless
senintenca;unintentional
seninterrompa;continuous
senjunta;seamless
senkapigi;to behead, decapitate
senkompato;harshness
senkonscia;unconscious
senkonsola;desolate
senkremigi;to cream, skim
senkreskaĵa;bleak
senkulpa;guiltless, innocent
senkulpeco;innocence
senkulpigi;to excuse
senkulpigi sin;apologize
senkultura;dreary
senkunkudra;seamless
senlabora;unemployed
senlaboreco;unemployment
senlima;absolute
senmalica;guileless, inoffensive
senmanke;without fail
senmorterigi;to chip, chip off
senmova;motionless
sennoma;anonymous, nameless, without a name
sennoma akcio;bearer share, share to bearer
sennombra;countless
sennomeco;anonymity
senofica;private
senpaga;free
senpaneigi;to fix
senpartia;impartial
senpasie;dispassionately
senpatra;fatherless
senpere;directly
senpezeco;weightlessness
senpinta;blunt
senpintigi;top, truncate
senpolvigi;to dust
senposedigi;to deprive, deprive ... of
senpretendiĝi;to back down, climb down
senprokraste;at once, instantly, immediately, without delay
sensacio;sensation
sensala akvo;fresh water
sensama;sensual, sensuous
sensanga;bloodless
sensenca;absurd
sensencaĵo;nonsense
sensenceco;absurdity
sensentigita;numbed
sensignifa;insignificant, meaningless
senso;sense
sensorgano;sense
sensperta;inexperienced
senspira;breathless
senspiriga;breath-taking
sensuprigi;top, truncate
senŝaŭmigi;to skim
senŝeligi;to shell, peel
senŝeligita rizo;husked rice
senŝirma;bleak
sentaŭga;good-for-nothing, useless
sentaŭgulo;good-for-nothing
sentema;sensitive
sentenco;maxim, proverb
senti;to feel, sense
senti naŭzon;be nauseated
sentima;bold, courageous, fearless
sentimento;sentiment*
sentiva;sensitive
sento;feel, feeling, sensation
senutila;abortive, useless
senvalora;worthless
senventeco;windlessness
senverva;dull, lifeless, stodgy
senvestigi;to undress
senvestiĝi;to undress, strip
sep;seven
sepa;seventh
sepdek;seventy
sepia;sepia
sepiaĵo;sepia
sepio;sepia
sepono;seventh
sepsa;infected, septic
sepultentreprenisto;mortician, undertaker
serĉado;quest, search
serĉi;look for, seek
serĉi kontakton;chum up, pick up, strike up an acquaintance
serena;serene, untroubled
serenado;serenade
serĝento;sergeant
serio;series, set
serioza;earnest, serious, staid
sero;serum
serpento;serpent, snake
serpentumi;to meander, twist, wind around
serpo;sickle
serumo;serum
seruristo;locksmith
seruro;lock
serva mono;house charge, service charge
servado;attendance, service, waiting
servi;to serve
servico;crockery set
servilo;server
servistino;maid, servant
servisto;boy, servant
servitulo;serf
servo;service
servodaŭro;seniority
servopreta;obliging, ready, willing
servuto;serfdom, servitude
servutulo;serf, villain
ses;six
sesa;sixth
sesangulo;hexagon
sesdek;sixty
sesdeka;sixtieth
sesio;session
sesono;sixth
severa;severe, strict
severeco;severity, rigour, sterness
sezono;season
sfero;ball, sphere
sia;her, his, its, their
sibli;to hiss
sidejo;seat
sidi;to sit
sidi bone;fit
sidi ĉetable;sit at table
sidiĝi;to sit down
sidloko;place to sit, seat
sidvango;buttock
sieĝanto;besieger
sieĝi;to besiege
sieĝo;siege
sifiliso;syphilis
sifono;siphon
sigeli;to seal
sigelo;seal
siglo;acronym
signali;to signal
signalo;mark, sign, signal, token
signaro;character set
signi;to indicate, point out, show
signifi;to imply, mean, signify
signifo;meaning
signifoplena;significant
signo;character, mark, sign, signal, token
signostango;beacon
signovico;string
sikomoro;sycomore, sycomore fig
silabo;syllable
silenta;silent
silenti;to be quiet
silento;silence
silicio;silicon
siliko;flint, gravel
silko, silka;silk
silueto;outline, silhouette
silvio;hedge-sparrow
simboli;to symbolize
simbolo;symbol
simetrio;symmetry
simfonio;symphony
simila;like, alike, similar
similaĵo;image, picture, portrait
simileco;resemblance, similarity
simili;to resemble
simili laŭkaraktere;take after
simio;ape, monkey
simpatio;sympathy
simpla;simple, straightforward
simpligi;to simplify
simptomo;symptom
sinagogo;synagogue
sinapa semo;mustard seed
sincera;above-board, sincere
sincero, sincereco;sincerity
sindefendo;defence, defense
sindeteni;to abstain
sindeteno;abstention, abstinence
sindikato;labour-union, trade-union, syndicate
sindona;devoted, selfless
sindoneco;attachment
sindonema;devoted, selfless
sindonemo;attachement
sindono;attachment
singarda;careful, cautious
singardeco;caution
singardema;careful, cautious
singardemo;discretion, generalship, prudence
singardi;to be careful, take care
singardo;caution
singulti;to hiccough, hiccup
singulto;hiccough, hiccup
sinĝena;abashed, self-conscious, shy
sinĝenema;shy
sinĝeno;bashfulness, shyness, timidity
sinhumiligo;abasement
sinjorino;lady, madam, Mrs.
sinjoro;gentleman, lord
sinki, sinkigi;to sink
sinkrona;synchronous
sino;bosom
sinofero;abnegation
sinrega;composed, restrained, self-possessed
sinretenema;detached
sinsekve;consecutively
sinsekvigi;to link together, link up
sinsekvo;order
sintakso;syntax
sinteno;attitude
sintonizi;tune
siringo;lilac
siroko;sirocco
siropo;syrup
sistemo;system
sitelo;bucket, pail
situacio;circumstances, condition, situation
situi;to be situated
situo;site
skabeno;alderman
skalo;scale
skandalo;commotion, scandal
skandi;to scan
skapolo;shoulderblade
skarabo;beetle
skatoleto;box
skatolmalfermilo;can opener, tin-opener
skatolo;box
skeleto;skeleton
skemo;model, pattern, scheme
skeptika;skeptical
skeptikulo;skeptic
skermi;to fence
sketi;to skate
skii, skikuri;to ski
skio;ski
skismo;schism
skizi;to plan, sketch
skizo;design, outline, sketch
sklavino;bondwoman, slave, female slave
sklavo;slave
skoldi;to reproach, rebuke, reprove, scold
skolo;school
skolopendro;centipede
skolto;scout, boyscout, boy scout
skombro;mackerel
skorpio;scorpion
skrapgumo;rubber
skrapi;to scrape, scratch
skrapvundo;abrasion, scratch
skriba;written
skriba ordono;warrant, writ
skribaĵo;writing
skribi;to write
skribisto;clerk
skribmarko;cursor
skribmaŝino;typewriter
skribo;script, writing
skriboplumo;pen
skribtablo;desk, writing desk, writing-desk
skrupula;scrupulous
skui;to shake, shock
skuiĝi;to shake
skulptaĵo;sculpture
skulpti;to carve, sculpture
skulptilo;chisel
skulptisto;sculptor
skulpturo;sculpture
skurĝi;to whip
skusorbilo;shock-absorber
skutilo;scooter
skvamo;scale
sledo;sledge, sleigh
sliparo;file
slipo;filing card, slip
smeraldo;emerald
smirga;abrasive
smirgi;to abrade
snobo;snob
snufi;to snuffle
sobra;abstemious, sober, staid, temperate
socia, sociala;social
socialismo;socialism
socialisto;socialist
societo, socio;society
sociologio;sociology
sociologo;sociologist
sofo;sofa
soifa;thirsty
soifi;to be thirsty
soifo;thirst
sojlo;sill, threshold
soklo;supporting base
sola;alone, only, sole, solitary
sola agento;sole agent
solano;nightshade*
soldata botelo;canteen, water-bottle
soldatejo;barracks
soldato;pawn, soldier
sole;alone, just, only, solely
soleca;lonely, solitary
solena;ceremonious, solemn
solenado;celebration
solenaĵo;ceremony
soleneco;ceremony, solemnity
soleni;to celebrate
soleno;ceremony
soleo;sole
solida;firm, solid
solidara;standing together
solidaro, solidareco;solidarity
solideco;virtue
solisto;soloist
solulo;single, single man, unattached man
solvaĵo;solution
solventeco;ability
solvi;dissolve, solve
solviĝi;to dissolve
solvo;solution
somerdomo;summerhouse, summer-house
somero;summer
sonato;sonata
sonbendo;audio tape
sonĝi;to dream
sonĝo;dream
soni;to sound
sono;sound
sonora;sonorous, sonourous
sonorado;tolling
sonori;to peal, ring
sonorigi;to ring
sonorilaro;carillon, chimes
sonorilbutono;bell-button, bell-push
sonorilego;bell
sonorileto;bell, little bell
sonorilo;bell
sonormartelo;clapper
sopira;longing
sopiranta;anxious
sopiri;long for, yearn
soprano;soprano
sorba;absorbent
sorba papero;blotter, blotting paper
sorbi;to absorb, sip
sorĉa;magic
sorĉado;enchantment, magic, sorcery, witchcraft, wizardry
sorĉi;to bewitch
sorĉinfluo;spell
sorĉistino;witch
sorĉisto;enchanter, magician, sorcerer, warlock, wizard
sorĉo;sorcery
sorĉvortoj;abracadabra
sordida;dirty, foul, nasty
sortimento;assortment
sorto;destiny, fate, fortune, luck
sovaĝa;savage, wild
sovaĝa kapro;wild goat
spaco;room, space
spado;rapier
sparkado;ignition
sparkilo;plug, spark plug
sparko;spark
spasmo;spasm
speciala;particular, special
specialcela;ad hoc
speciale;particularly, specially
specifa;specific
specifi;to specify
specifika;specific
specifiki;to specify
specimenboteleto;sample-bottle
specimenkarto;sample-card
specimenlibro;sample book
specimeno;sample, specimen
specio;species
speco;kind, sort
speguli;to reflect
spegulo;looking-glass, mirror
spektaklo;show, spectacle
spektanto;spectator
spekti;to watch
spekulativa;speculative
spekulativi;to speculate
spekulativo;speculation
spelto;spelt
spermo;sperm
sperta;experienced, expert
sperti;go through, live to see
sperto;experience
spertulo;expert
spezado;cash flow
spezi;transact money
spezo;turnover
spiceca;nutty
spici;to spice
spicisto;grocer
spico;spice
spiko;ear
spili;bottle
spinaco;spinach
spino;spine
spioni;to spy
spiono;spy
spirado;respiration
spiralo;spiral
spirblovi;to snuffle
spirĝeno;tightness of the chest
spiri;to breathe
spirita;spiritual
spiritforesta;absent-minded
spiritismo;spiritualism
spirito;spirit
spirmanko;dyspnea, dyspnoea
spiro;breath
spirpaŭzo;breather, breathing space
spite;defiantly, despite, in spite of
spito;defiance, spite
spleno;ill humor, ill humour
spliti;to splinter, split
splito;splinter
sponga, spongeca;spongy
spongi;to sponge, sponge down, sponge over
spongo;sponge
spontana, spontanea;spontaneous
sporada;sporadic
sportĉemizo;sports shirt
sportejo;sports ground
sportisto;sportsman
sporto;sport
spraji;to spray
sprita;lively, witty
spritaĵo;witticism
sprito;wit
spritresponda;to the point
sproni;to incite, rouse, spur, stimulate, stir up
sprono;spur
spuro;trace, track
sputi;to spit
stabejo;headquarters
stabila;stable
stablo;bench, easel, tressle, workbench
stabo;staff
stacidomo;station
stacio;stage, station, stop
stadio;stadium, stage
stadiono;stadium
stagni;to stagnate
staki;to stack
stako;heap, pile, stack
stalfako;stall
stalo;stable, stall, sty
stalono;stallion
stampi;to mark, stamp
stampi monerojn;coin, mint
stana;tin
standardo;flag, standard
stango;pole, rod
stano;tin
stari;to stand
stariĝi;to get up, rise, stand, stand up
starti;to start off
startigi;to start
startigilo;starter
statisti;to play a small part
statistiko;statistics
statisto;bit-player, supporting actor
stato;condition, state
statuo;statue
staturo;stature
statuto;by-laws, statute, regulations
stebi;to quilt, stitch
stebilo;sewing-machine
stela;sideral, star, star-, of a star
steleto;asterisk
stelo;star
stelulo, stelulino;celebrity, star
steno;shorthand
stenografi;to write shorthand
stenografio;shorthand, stenography
stenotajpistino;stenotypist, female stenotypist
stepo;moor, steppe
stereotipo;stereotype
sterila;sterile
steriligi;to sterilize
sterkado;dressing, fertilization, manuring
sterkakvo;liquid manure, muck-water, stale
sterki;to fertilize
sterko;fertilizer, manure
sterlingo;pound sterling
sterni;to lay out, spread, spread out
stevardino;stewardess
stevardo;attendant, steward
stilo;style
stimuli;rouse, stimulate, stir up
stimulo;impetus, incitement, stimulus
stipendiulo;exhibitioner, scholar
stirado;steering
stiranto;driver
stiri;to steer
stirilo;joystick, steering wheel, steering-wheel
stiristo;driver
stirrado;steering-wheel
stivi;to stow
stoika;stoic, stoical
stoikulo;stoic
stoki;to stock
stoko;stock
stomaka suko;gastric juice
stomakdoloro;stomach ache
stomako;stomach
stop;stop
storo;memory
strabi;look askance, squint
strando;beach
stranga;odd, peculiar, strange
strangoli;to choke, strangle
stratangulo;corner, street-corner
strategia;strategic
strategio;strategy
strateto;alley, lane
stratlanterno;streetlamp, streetlight
